東北本線、花巻以南は復旧の目処が立っていない状況。また盛岡⇔花巻に関してもやむを得ず運休となる場合も考えられる。その際の代替輸送はしないのでご了承下さい、とのこと。今日は夕方から終電23時盛岡発まで運行予定。花巻方面からも終電までとか。 #iwate,交通機関
【交通機関】いわて花巻空港～明日16日（水）からJALによる旅客便の運航再開。明日は臨時便で札幌と大阪間を各１往復。17日以降は通常ダイヤでの運航。なお、東京便など臨時便の運航も調整中。 #IBCradio #IBCtv,交通機関
ふれあいニュースレター第48号（2月号）を掲載しました。被災13市町村から県内外に避難中の方々に向け、南相馬市の特定避難勧奨地点の設定解除、JR常磐線代行バスの運行開始、福島産業復興フェアの様子等をお知らせします。http://tinyurl.com/7cnnyvw,交通機関
ふれあいニュースレター第49号（3月号）を掲載しました。被災13市町村から県内外に避難中の方々に向け、常磐自動車道全線開通、国道288号等の通行自由化、避難者の方々への高速道路の無料化措置延長等をお知らせします。http://tinyurl.com/7cnnyvw ,交通機関
被災１３市町村から県内外に避難している方々に向けて、国からの情報提供として「ふれあいニュースレター」を配信。【第４０号：６月号】常磐線、広野～竜田駅間の運行再開、避難指示区域における２６年産米の作付（試験栽培等実施）等をお知らせします。http://tinyurl.com/7cnnyvw ,交通機関
被災１３市町村から県内外に避難している方々に向けて、国からの情報提供として「ふれあいニュースレター【電子版 1206】」を配信。４市町村住民意向調査を実施、高速道路無料措置１月以降も継続、福島で中長期ロードマップセミナー等お知らせします。　http://tinyurl.com/7cnnyvw,交通機関
【首都高速道路　工事のお知らせ】夜間の工事のため、横羽線は上りの子安～生麦JCT間が、5日(土)と12日(土)のいずれも22時～翌6時まで通行止めになります。この間は、湾岸線などをご利用ください。□http://www.shutoko.jp/traffic/control/blockinfo/ndata/20151109_0152/ … ,交通機関
【中央道　通行止めのお知らせ】事故の調べが行われるため、中央道（上り線）大月IC～上野原IC間は、4日(金)21時～24時まで3時間の予定で通行止めになります。この間は、国道20号などをご利用ください。□http://www.c-nexco.co.jp/topics/400.html  ,交通機関
【東北横断自動車道釜石秋田線　開通】東北横断自動車道釜石秋田線の遠野IC～宮守IC間(約9km)が、5日(土)15時に開通します。□http://www.thr.mlit.go.jp/bumon/kisya/kisyah/images/59045_1.pdf … ,交通機関
【湘南国際マラソン】6日(日)に開催される湘南国際マラソンに伴い、西湘バイパスの西湘二宮IC～国道134号線江の島入口間や新湘南バイパス(下り線)茅ヶ崎西IC～茅ヶ崎海岸IC間が通行止めになるなど、交通規制が行われます。□http://www.shonan-kokusai.jp/10th/event-info/traffic.html …,交通機関
